video_id,aesthetic_quality,appearance_style,background_consistency,dynamic_degree,human_action,imaging_quality,motion_smoothness,overall_consistency,scene,subject_consistency,temporal_flickering,temporal_style,vbench_temporal_score,group
g1_video_110,0.519963,0.223252,0.954398,0.533333,0.0,67.240085,0.991963,0.225634,0.0,0.959449,0.986713,0.225634,6.071701999999999,k1_selfforcing_absolute21_baseline
g1_video_111,0.508449,0.197812,0.954398,1.0,0.0,55.114069,0.977747,0.198233,0.104167,0.959449,0.959067,0.198233,5.097635333333334,k1_selfforcing_absolute21_baseline
g1_video_112,0.485789,0.216689,0.954398,1.0,0.0,57.786187,0.940677,0.218627,0.133333,0.959449,0.919096,0.218627,5.319406,k1_selfforcing_absolute21_baseline
g1_video_113,0.464441,0.205396,0.954398,0.6,0.0,50.79284,0.987565,0.235805,0.0,0.959449,0.974196,0.235805,4.700824583333333,k1_selfforcing_absolute21_baseline
g1_video_114,0.548424,0.191064,0.954398,0.333333,0.0,74.337639,0.99136,0.204984,0.0,0.959449,0.980903,0.204984,6.642211499999999,k1_selfforcing_absolute21_baseline
g1_video_115,0.585883,0.178228,0.954398,0.466667,1.0,63.733938,0.990469,0.191082,0.0,0.959449,0.98201,0.191082,5.852767166666667,k1_selfforcing_absolute21_baseline
g1_video_116,0.587091,0.212758,0.954398,1.0,0.0,72.865196,0.984728,0.223365,0.075,0.959449,0.971427,0.223365,6.588064750000002,k1_selfforcing_absolute21_baseline
g1_video_117,0.523051,0.226133,0.954398,1.0,0.0,71.193448,0.979372,0.232884,0.0,0.959449,0.963583,0.232884,6.438766833333333,k1_selfforcing_absolute21_baseline
g1_video_118,0.510503,0.214477,0.954398,0.0,0.0,76.098242,0.994531,0.302075,0.0,0.959449,0.990678,0.302075,6.777202333333334,k1_selfforcing_absolute21_baseline
g1_video_119,0.623693,0.215755,0.954398,0.0,0.0,65.381372,0.987433,0.28719,0.004167,0.959449,0.981951,0.28719,5.890216499999998,k1_selfforcing_absolute21_baseline
g1_video_120,0.564736,0.223211,0.954398,1.0,0.0,63.109266,0.965696,0.218414,0.0,0.959449,0.935229,0.218414,5.762401083333333,k1_selfforcing_absolute21_baseline
g1_video_121,0.500123,0.217525,0.954398,1.0,0.0,56.228881,0.96913,0.25446,0.495833,0.959449,0.948715,0.25446,5.2319145,k1_selfforcing_absolute21_baseline
g1_video_122,0.487902,0.195321,0.954398,1.0,0.0,73.426469,0.975968,0.213787,0.995833,0.959449,0.949815,0.213787,6.697727416666666,k1_selfforcing_absolute21_baseline
g1_video_123,0.532788,0.219544,0.954398,0.266667,0.0,69.56819,0.98417,0.189891,0.0125,0.959449,0.971699,0.189891,6.237432250000002,k1_selfforcing_absolute21_baseline
g1_video_124,0.651936,0.236885,0.954398,0.6,0.0,69.450367,0.982669,0.247317,0.004167,0.959449,0.974484,0.247317,6.275749083333333,k1_selfforcing_absolute21_baseline
g1_video_125,0.610716,0.23821,0.954398,0.2,0.0,74.18343,0.992074,0.243944,0.0,0.959449,0.98715,0.243944,6.634442916666668,k1_selfforcing_absolute21_baseline
g1_video_126,0.495117,0.192476,0.954398,1.0,0.0,65.840685,0.974432,0.093645,0.0,0.959449,0.944221,0.093645,5.962338999999999,k1_selfforcing_absolute21_baseline
g1_video_127,0.522823,0.218278,0.954398,0.0,0.0,71.985596,0.99417,0.291921,0.0,0.959449,0.990267,0.291921,6.434068583333334,k1_selfforcing_absolute21_baseline
g2_video_000,0.646672,0.215451,0.963272,0.8,0.0,68.737408,0.989514,0.093979,0.0,0.973642,0.971151,0.093979,6.207089000000001,k2_selfforcing_dynamic21_baseline
g2_video_001,0.597833,0.208843,0.963272,0.266667,0.0,76.663602,0.993751,0.068297,0.0,0.973642,0.98734,0.068297,6.815962,k2_selfforcing_dynamic21_baseline
g2_video_002,0.761854,0.200743,0.963272,0.133333,0.0,73.456919,0.994986,0.059963,0.0,0.973642,0.993141,0.059963,6.549817999999998,k2_selfforcing_dynamic21_baseline
g2_video_003,0.585853,0.210121,0.963272,0.266667,0.0,69.344726,0.992007,0.09583,0.0,0.973642,0.979041,0.09583,6.20891575,k2_selfforcing_dynamic21_baseline
g2_video_004,0.685951,0.213054,0.963272,0.133333,0.0,71.110645,0.994334,0.028039,0.0,0.973642,0.991685,0.028039,6.343499500000001,k2_selfforcing_dynamic21_baseline
g2_video_005,0.657029,0.2208,0.963272,0.133333,0.0,77.628019,0.989724,0.062919,0.0,0.973642,0.979845,0.062919,6.889291833333331,k2_selfforcing_dynamic21_baseline
g2_video_006,0.556759,0.259923,0.963272,0.066667,0.0,69.938594,0.992437,0.071517,0.0,0.973642,0.983422,0.071517,6.239812499999999,k2_selfforcing_dynamic21_baseline
g2_video_007,0.627178,0.218552,0.963272,0.533333,0.0,71.205841,0.991739,0.060638,0.0,0.973642,0.986426,0.060638,6.385104916666666,k2_selfforcing_dynamic21_baseline
g2_video_008,0.658969,0.207584,0.963272,0.0,0.0,76.226579,0.995163,0.068559,0.0,0.973642,0.993125,0.068559,6.762954333333333,k2_selfforcing_dynamic21_baseline
g2_video_009,0.651936,0.196109,0.963272,0.333333,0.0,79.355102,0.991851,0.040214,0.0,0.973642,0.981251,0.040214,7.043910333333334,k2_selfforcing_dynamic21_baseline
g2_video_010,0.605754,0.21154,0.963272,0.727273,0.0,69.739766,0.992217,0.041634,0.0,0.973642,0.98696,0.041634,6.2736410000000005,k2_selfforcing_dynamic21_baseline
g2_video_011,0.455281,0.254748,0.963272,0.0,0.0,57.581764,0.99442,0.080118,0.0,0.973642,0.989208,0.080118,5.19771425,k2_selfforcing_dynamic21_baseline
g2_video_012,0.56559,0.211209,0.963272,0.733333,0.0,78.795099,0.978729,0.092234,0.0,0.973642,0.964529,0.092234,7.030822583333333,k2_selfforcing_dynamic21_baseline
g2_video_013,0.580809,0.193768,0.963272,0.066667,0.0,75.963524,0.99461,0.072651,0.0,0.973642,0.990168,0.072651,6.739313499999999,k2_selfforcing_dynamic21_baseline
g2_video_014,0.608364,0.210893,0.963272,0.866667,0.0,69.531973,0.991175,0.036519,0.0,0.973642,0.984533,0.036519,6.266963083333333,k2_selfforcing_dynamic21_baseline
g2_video_015,0.559356,0.174948,0.963272,0.266667,0.0,72.267879,0.987788,0.050233,0.0,0.973642,0.976793,0.050233,6.439234249999999,k2_selfforcing_dynamic21_baseline
g2_video_016,0.686677,0.206123,0.963272,0.333333,0.0,75.822515,0.989485,0.028226,0.429167,0.973642,0.978882,0.028226,6.7866290000000005,k2_selfforcing_dynamic21_baseline
g2_video_017,0.562292,0.212284,0.963272,0.6,0.0,69.419435,0.989831,0.080774,0.0,0.973642,0.973377,0.080774,6.237973416666666,k2_selfforcing_dynamic21_baseline
g2_video_018,0.476088,0.210456,0.963272,0.8,0.0,53.471439,0.984707,0.131883,0.0,0.973642,0.977279,0.131883,4.92672075,k2_selfforcing_dynamic21_baseline
g2_video_019,0.676923,0.209447,0.963272,0.0,0.0,79.002187,0.99428,0.0812,0.0,0.973642,0.987308,0.0812,6.997454916666666,k2_selfforcing_dynamic21_baseline
g2_video_020,0.504253,0.229925,0.963272,0.133333,0.0,74.514391,0.991092,0.015127,0.0,0.973642,0.982153,0.015127,6.610192916666667,k2_selfforcing_dynamic21_baseline
g2_video_021,0.57799,0.202313,0.963272,0.6,0.0,71.849478,0.959017,0.072196,0.0,0.973642,0.940913,0.072196,6.434251416666668,k2_selfforcing_dynamic21_baseline
