video_id,aesthetic_quality,appearance_style,background_consistency,dynamic_degree,human_action,imaging_quality,motion_smoothness,overall_consistency,scene,subject_consistency,temporal_flickering,temporal_style,vbench_temporal_score,group,vbench_quality_score,vbench_semantic_lite_score,vbench_total_lite_score
video_000,57.411,20.4999,94.1575,90.3226,0.0,62.827937,98.7245,21.4046,100.0,96.5612,94.7345,21.4046,63.170694749999996,causal-forcing-60s,88.14017440264934,57.8644056435483,82.08502065082914
video_001,63.873999999999995,21.9024,96.1939,96.7742,0.0,70.250572,98.4282,20.279700000000002,0.0,97.0471,94.27590000000001,20.279700000000002,56.608805999999994,causal-forcing-60s,89.7958357409767,37.61384561327639,79.35943771543664
video_002,61.6197,24.1396,95.5517,51.612899999999996,0.0,74.119251,98.8474,18.6362,0.0,97.4289,96.6839,18.6362,53.10631258333333,causal-forcing-60s,87.13068564971974,37.379973125960475,77.18054314496788
video_003,59.2699,21.1936,95.4409,0.0,0.0,77.232156,98.6567,24.4583,57.862899999999996,98.1177,94.3677,24.4583,54.25484633333334,causal-forcing-60s,81.83808271683559,55.78275101364907,76.62701637619828
video_004,53.7595,21.9971,94.7916,38.709700000000005,0.0,74.451248,98.3417,19.2036,3.0242,96.4766,96.78320000000001,19.2036,51.395170666666665,causal-forcing-60s,84.37324513036015,37.233503782240405,74.94529686073619
video_005,62.41139999999999,30.6983,96.1287,51.612899999999996,0.0,78.512122,98.0079,23.4199,46.169399999999996,98.0032,92.4649,23.4199,58.404051833333334,causal-forcing-60s,85.28215507870229,56.96685197313025,79.61909445758788
video_006,52.4093,30.9251,96.4577,41.9355,41.9355,65.282188,98.8243,28.3526,0.0,97.3557,97.7629,28.3526,56.632782333333346,causal-forcing-60s,85.58044579204632,59.5438032967033,80.37311729297771
video_007,55.3359,21.6611,95.6422,80.64519999999999,100.0,76.262187,98.6047,24.8567,0.0,96.92920000000001,95.0817,24.8567,64.15629891666667,causal-forcing-60s,87.53298510235504,62.47394461476683,82.5211770048374
video_008,52.135600000000004,26.6713,96.5913,0.0,74.1935,70.56838,99.20609999999999,22.3806,82.8629,97.94030000000001,97.1616,22.3806,61.841015,causal-forcing-60s,82.3976568038293,78.11252700223179,81.5406308435098
video_009,61.292699999999996,24.163,94.3705,0.0,0.0,75.175111,98.47970000000001,20.885,0.0,97.06439999999999,93.6713,20.885,48.832225916666665,causal-forcing-60s,81.35406764858763,39.867626049284524,73.056779328727
video_010,56.387600000000006,21.4008,93.9959,100.0,3.2258,56.733984,98.06960000000001,23.3723,0.0,94.575,95.6822,23.3723,55.567957,causal-forcing-60s,88.3832561884263,41.304972422293105,78.96759943519967
video_011,48.2213,24.0562,94.3872,51.612899999999996,0.0,55.833124,98.98,18.871299999999998,0.0,96.22,97.6081,18.871299999999998,50.38845200000001,causal-forcing-60s,85.06251015890037,37.57971620087572,75.56595136729544
video_012,77.6154,37.6509,95.839,100.0,77.41940000000001,69.688421,96.14819999999999,29.509999999999998,0.0,96.2068,92.85900000000001,29.509999999999998,66.87059341666667,causal-forcing-60s,90.14132841456363,67.91245142857142,85.69555301736519
video_013,63.7459,18.2618,92.5765,83.871,0.0,77.736499,98.2681,14.383299999999998,47.7823,97.4364,93.54639999999999,14.383299999999998,58.49929158333334,causal-forcing-60s,87.71288612606169,40.198923180209334,78.21009353689121
video_014,54.1058,21.7528,95.5525,100.0,0.0,65.163277,98.6285,21.723,8.871,97.07130000000001,95.0785,21.723,56.639139750000005,causal-forcing-60s,88.85072115372925,41.25262869389109,79.33110266176162
video_015,53.5179,19.5109,94.6456,64.5161,25.8065,69.607454,98.4295,26.6322,3.0242,97.82809999999999,94.8468,26.6322,56.249787833333336,causal-forcing-60s,85.77699821995594,48.810946585326285,78.38378789303002
video_016,74.4752,29.974,95.9354,100.0,25.8065,64.74176,97.4182,22.1396,40.322599999999994,95.91340000000001,94.8622,22.1396,63.644038333333334,causal-forcing-60s,91.12706696258732,59.298995862881945,84.76145274264624
video_017,57.470600000000005,21.4161,93.8482,87.0968,0.0,70.113246,98.5825,21.0715,96.7742,96.9644,95.9128,21.0715,63.360153833333335,causal-forcing-60s,88.32349215084778,58.14221270647835,82.2872362619739
video_018,68.4799,28.3991,94.1075,70.9677,0.0,73.404824,98.3652,15.7715,86.2903,96.8368,94.6593,15.7715,61.92113533333333,causal-forcing-60s,88.17264946563681,57.22527511139599,81.98317459478865
video_019,62.598699999999994,20.9067,93.6019,0.0,0.0,71.82062,98.76509999999999,25.2529,15.9274,98.2912,95.4941,25.2529,50.65929333333333,causal-forcing-60s,82.52304759175087,46.253518798853946,75.26914183317149
video_020,55.577200000000005,20.621000000000002,96.22420000000001,12.9032,0.0,76.100525,98.2442,21.1787,1.8145000000000002,95.827,94.8146,21.1787,49.540318750000004,causal-forcing-60s,81.9807103161823,38.14264257667381,73.2130967682806
video_021,55.957,19.677500000000002,93.1129,93.5484,48.3871,79.866369,98.2257,25.474400000000003,2.4194,95.46,91.9503,25.474400000000003,60.79612241666666,causal-forcing-60s,86.32984255894745,52.02471800209179,79.46881764757632
video_022,56.092600000000004,23.1939,95.2009,83.871,0.0,78.963297,97.8111,18.065,0.0,97.0495,95.9483,18.065,55.35504975,causal-forcing-60s,87.76809376546446,36.087698948977945,77.43201480216716
video_023,53.3119,27.832800000000002,96.2989,6.4516,29.0323,69.736874,99.0645,28.9365,86.2903,98.6673,95.5668,28.9365,60.01052283333334,causal-forcing-60s,82.4083883976116,77.10080602642614,81.34687192337451
video_024,63.1614,19.6616,95.5988,100.0,0.0,75.301545,97.3596,29.1534,0.0,95.3351,91.8778,29.1534,58.05022041666666,causal-forcing-60s,87.94265808801224,45.790462959387774,79.51221906228734
video_025,55.287200000000006,22.898,93.59530000000001,87.0968,0.0,75.111989,97.4794,25.4548,80.2419,96.6272,94.2315,25.4548,62.789907416666665,causal-forcing-60s,86.59418689488844,63.51924485573447,81.97919848705764
video_026,75.42370000000001,23.2132,93.8346,58.064499999999995,0.0,77.078151,97.5405,22.4865,0.0,96.43929999999999,92.79889999999999,22.4865,54.947154250000004,causal-forcing-60s,86.91254615842836,40.96005305306079,77.72204753735484
video_027,58.5669,25.102999999999998,95.45660000000001,9.6774,100.0,76.092386,98.4086,17.279,36.290299999999995,96.8291,92.6617,17.279,60.3036655,causal-forcing-60s,81.40646541020024,65.39317378830523,78.20380708582124
video_028,78.39880000000001,26.4679,95.8245,87.0968,100.0,66.290432,98.7461,27.0966,84.0726,96.2553,94.7107,27.0966,73.50469433333335,causal-forcing-60s,91.41460428956323,88.31330712857066,90.79434485736472
video_029,53.7868,22.2408,95.7842,61.290299999999995,0.0,65.291538,98.7695,10.6847,0.0,98.4102,96.9315,10.6847,51.1561865,causal-forcing-60s,86.95693901485762,27.307697018371645,75.02709061556043
video_030,56.096900000000005,21.41,96.092,25.8065,0.0,55.380115,99.3698,24.3872,92.33869999999999,96.1439,97.6152,24.3872,57.41895958333334,causal-forcing-60s,84.83914190967468,61.781552361903735,80.22762400012049
video_031,64.473,21.8449,96.523,80.64519999999999,0.0,68.381078,98.8857,17.1565,0.0,98.4451,96.7496,17.1565,55.02171483333333,causal-forcing-60s,90.23584160202117,34.14135011158904,79.01694330393474
