video_id,aesthetic_quality,appearance_style,background_consistency,dynamic_degree,human_action,imaging_quality,motion_smoothness,overall_consistency,scene,subject_consistency,temporal_flickering,temporal_style,vbench_temporal_score,group,vbench_quality_score,vbench_semantic_lite_score,vbench_total_lite_score
g1_video_000,62.5644,20.0173,95.42,100.0,0.0,62.75163,98.396,20.5731,96.48440000000001,97.1946,94.6454,20.5731,64.05166083333333,pyramid-forcing-ablate-1_stable_stride,89.84420833202829,56.61152672345223,83.19767201031308
g1_video_001,58.197900000000004,20.558799999999998,96.82990000000001,68.75,0.0,72.932586,98.7869,26.501599999999996,0.0,97.7658,97.1473,26.501599999999996,55.33103216666668,pyramid-forcing-ablate-1_stable_stride,88.4098648580379,43.506895971210795,79.42927108067248
g1_video_002,79.0075,21.0638,97.86280000000001,100.0,0.0,68.076115,99.3751,25.457800000000002,0.0,99.2861,98.79520000000001,25.457800000000002,59.53185125000001,pyramid-forcing-ablate-1_stable_stride,95.49864733004253,42.714747051964196,84.94186727442687
g1_video_003,61.081700000000005,20.0183,95.2693,87.5,0.0,76.809582,98.9897,23.104,15.625,97.4466,97.1683,23.104,58.00970683333333,pyramid-forcing-ablate-1_stable_stride,90.02895730933832,43.19421665476592,80.66200917842384
g1_video_004,66.3333,21.192800000000002,98.6135,0.0,0.0,70.444122,99.3557,25.2749,0.0,98.9631,99.1265,25.2749,50.38156849999999,pyramid-forcing-ablate-1_stable_stride,86.0819047937212,42.60441158981567,77.3864061529401
g1_video_005,70.1494,33.4651,97.355,31.25,0.0,79.599319,98.9247,24.5165,95.3125,98.153,98.089,24.5165,62.610918250000005,pyramid-forcing-ablate-1_stable_stride,88.00664858949457,66.9412087912088,83.79356062983742
g1_video_006,56.2355,29.8439,98.5298,0.0,81.25,68.234888,99.4334,30.0052,0.0,98.9336,98.97829999999999,30.0052,57.62081566666666,pyramid-forcing-ablate-1_stable_stride,84.48514769516103,69.22274725274725,81.43266760667828
g1_video_007,60.3534,21.8966,97.34660000000001,25.0,100.0,76.227798,99.309,30.0817,0.0,98.8759,98.8626,30.0817,61.50294149999999,pyramid-forcing-ablate-1_stable_stride,86.67119121038809,68.38119828871059,83.01319262605259
g1_video_008,70.0866,24.8476,98.2705,0.0,100.0,78.759783,99.5607,25.588699999999996,100.0,99.3869,99.3653,25.588699999999996,68.45456525,pyramid-forcing-ablate-1_stable_stride,86.87154477461523,85.51762342365997,86.60076050442419
g1_video_009,69.7713,23.021900000000002,96.787,12.5,0.0,75.210406,99.0694,20.1853,6.25,98.2039,98.2027,20.1853,51.6156005,pyramid-forcing-ablate-1_stable_stride,86.52057231113035,39.81713891029045,77.17988563096237
g1_video_010,68.5865,22.862199999999998,97.265,0.0,0.0,64.973238,99.3152,31.418499999999998,0.0,98.5638,99.20790000000001,31.418499999999998,51.13423649999999,pyramid-forcing-ablate-1_stable_stride,86.08808563377437,50.528775686716656,78.97622364436282
g1_video_011,59.3919,26.815299999999997,98.1836,0.0,0.0,54.764749,99.5237,18.357799999999997,0.0,99.5267,99.2518,18.357799999999997,47.847779083333336,pyramid-forcing-ablate-1_stable_stride,85.16666176687727,38.95436232074321,75.92420187765046
